User_ID,Age,City_Tier,EV_Type,Battery_Capacity_kWh,Charging_Sessions_Per_Month,Avg_Charge_Cost,Distance_Travelled_Per_Month,Income_Level,Loan_Taken,Missed_Payments_Last_6M,Tenure_Months,Charging_Location_Type,App_Usage_Score,Charger_Working_Status,Charging_Time_Minutes,High_Default_Risk,Charging_Efficiency_Index
1232,43,Tier3,2KW,35.2,26,403.21,630,Low,1,4,15,Highway,1,Working,48.4,1,100.0
1233,41,Tier5,5KW,34.9,27,651.01,1892,High,1,4,7,Highway,8,Working,43.4,1,100.0
1234,39,Tier3,5KW,22.3,6,399.26,1802,Medium,0,1,17,Public,5,Working,38.0,0,91.84
1235,39,Tier1,5KW,42.6,19,482.49,2243,Medium,1,2,2,Private,2,Working,66.4,0,100.0
1236,56,Tier3,5KW,41.1,20,462.6,1565,Medium,1,0,47,Public,4,Not Working,129.8,1,30.16
1237,49,Tier3,5KW,34.0,20,458.74,391,Low,1,1,12,Private,2,Working,41.1,1,100.0
1238,38,Tier3,4KW,52.6,10,507.63,1138,Medium,0,0,8,Highway,8,Not Working,211.3,0,0.0
1239,22,Tier1,2KW,30.6,26,374.04,1611,Low,1,5,3,Public,6,Working,38.7,1,100.0
1240,21,Tier5,4KW,17.7,33,618.17,1806,Low,0,4,27,Public,5,Working,28.5,1,100.0
1241,25,Tier2,4KW,54.0,15,339.59,1832,High,0,3,10,Highway,2,Working,71.0,0,100.0
1242,40,Tier1,2KW,45.1,28,430.26,2140,High,1,1,2,Highway,10,Working,61.4,0,100.0
1243,31,Tier3,5KW,41.3,13,307.61,2337,Medium,1,0,11,Highway,1,Not Working,134.2,1,17.39
1244,62,Tier3,2KW,31.6,22,557.64,2131,Low,1,3,15,Public,2,Not Working,93.0,1,53.4
1245,22,Tier3,5KW,38.4,27,339.46,2079,Low,1,2,6,Public,2,Working,63.2,1,100.0
1246,23,Tier5,2KW,22.4,29,540.68,1397,Medium,0,2,8,Public,3,Not Working,70.3,1,73.93
1247,43,Tier3,3KW,32.7,10,481.79,352,Low,1,1,19,Highway,2,Working,46.3,1,99.86
1248,32,Tier4,5KW,26.0,27,471.14,942,Low,0,4,45,Private,9,Not Working,87.0,1,61.46
1249,40,Tier5,2KW,37.6,29,583.95,1505,Low,0,0,14,Highway,9,Working,61.8,0,100.0
1250,25,Tier1,4KW,44.2,30,377.46,401,Medium,0,5,44,Public,6,Working,70.0,0,100.0
1251,57,Tier3,2KW,24.5,8,626.04,1034,Low,1,1,14,Highway,1,Working,34.4,1,100.0
1252,58,Tier5,5KW,42.2,22,403.92,318,Medium,0,1,18,Public,3,Working,75.3,0,100.0
1253,50,Tier1,5KW,37.0,6,501.81,1214,Low,0,2,29,Highway,3,Working,66.5,0,75.1
1254,29,Tier3,5KW,41.8,17,426.79,960,Low,1,1,15,Highway,2,Working,69.4,1,98.04
1255,54,Tier5,5KW,32.6,5,524.07,938,Medium,1,1,27,Highway,6,Not Working,123.9,1,8.53
1256,64,Tier3,5KW,42.0,13,329.67,1915,Low,0,0,36,Public,8,Working,72.1,0,87.5
1257,55,Tier3,2KW,28.0,30,462.85,738,High,1,0,46,Highway,7,Not Working,106.4,1,53.2
1258,42,Tier5,2KW,18.2,18,452.19,1864,Low,0,5,15,Public,7,Working,31.7,0,100.0
1259,64,Tier1,3KW,20.5,8,502.33,758,Low,1,0,22,Highway,9,Working,26.4,0,100.0
1260,44,Tier1,4KW,30.0,25,498.66,565,Medium,0,0,21,Public,10,Working,53.8,0,100.0
1261,37,Tier5,5KW,18.9,8,346.73,1728,Medium,0,0,15,Public,3,Working,32.5,0,98.62
1262,30,Tier5,2KW,50.5,24,606.75,444,Medium,0,4,30,Public,6,Working,78.2,0,100.0
1263,50,Tier3,2KW,34.2,33,443.1,1514,High,0,4,40,Highway,5,Working,59.6,0,100.0
1264,43,Tier3,3KW,44.2,19,537.66,1141,Medium,1,1,7,Private,10,Working,55.5,0,100.0
1265,52,Tier5,2KW,42.9,34,298.69,1973,Low,0,1,1,Highway,7,Not Working,158.0,1,31.02
1266,37,Tier5,4KW,35.1,26,400.24,2137,Low,1,4,27,Private,8,Working,47.3,1,100.0
1267,37,Tier2,4KW,70.4,19,579.43,1650,Medium,1,2,40,Private,3,Working,119.0,1,75.32
1268,34,Tier1,5KW,64.3,17,646.24,822,Low,1,4,31,Private,5,Working,103.8,1,81.64
1269,29,Tier3,2KW,48.9,32,500.92,2262,Medium,0,1,8,Highway,10,Working,75.5,0,100.0
1270,60,Tier5,5KW,25.9,18,439.43,1253,Medium,0,0,5,Public,4,Working,40.0,0,100.0
1271,22,Tier5,2KW,49.3,32,322.53,1318,Low,0,5,4,Public,6,Working,64.8,1,100.0
1272,65,Tier5,2KW,17.5,32,545.67,337,High,0,1,8,Public,1,Working,21.2,0,100.0
1273,45,Tier5,4KW,49.0,26,486.78,936,Medium,1,2,22,Public,5,Working,86.7,0,100.0
1274,59,Tier3,2KW,9.4,5,167.61,1099,Low,0,4,13,Highway,1,Working,16.4,1,100.0
1275,29,Tier3,2KW,31.8,5,242.07,413,High,1,0,1,Private,6,Working,39.7,0,95.74
1276,42,Tier5,2KW,47.1,27,492.03,1262,Medium,0,4,38,Highway,4,Not Working,173.9,1,12.45
1277,63,Tier5,4KW,38.9,5,350.14,559,Low,0,4,17,Highway,7,Working,69.8,0,71.32
1278,24,Tier3,5KW,20.2,19,325.25,1305,Medium,0,1,41,Public,8,Working,26.5,0,100.0
1279,46,Tier1,4KW,36.7,5,437.51,2362,Medium,0,0,44,Highway,9,Working,48.5,0,90.86
1280,49,Tier5,4KW,38.9,10,491.18,1766,Low,0,0,15,Private,1,Working,64.2,0,86.92
1281,65,Tier3,2KW,37.0,28,621.65,2205,Medium,1,2,39,Private,8,Working,61.7,0,100.0
1282,54,Tier3,2KW,30.9,11,351.91,319,High,0,5,29,Private,1,Working,44.2,0,100.0
1283,43,Tier4,2KW,43.6,26,502.3,1046,Medium,0,1,44,Private,7,Working,64.9,0,100.0
1284,57,Tier4,5KW,46.4,33,326.81,1007,High,0,5,47,Highway,8,Working,76.6,0,100.0
1285,31,Tier2,2KW,33.5,27,390.58,1295,Low,0,5,35,Highway,2,Working,60.1,1,100.0
1286,26,Tier5,5KW,50.2,6,472.67,2310,Medium,1,1,47,Public,8,Working,72.2,0,79.96
1287,38,Tier2,2KW,33.4,26,432.28,1208,Medium,0,3,46,Public,9,Working,42.8,0,100.0
1288,41,Tier1,4KW,30.1,13,286.06,451,Low,0,1,43,Highway,9,Working,53.0,0,97.08
1289,62,Tier3,5KW,48.6,8,511.61,2098,Low,1,4,22,Public,4,Working,73.3,1,81.58
1290,56,Tier5,2KW,48.2,22,538.95,347,Medium,1,5,35,Private,7,Working,72.9,1,100.0
1291,61,Tier5,5KW,28.8,29,733.11,403,Medium,1,1,23,Private,9,Working,47.8,0,100.0
1292,58,Tier5,2KW,27.3,19,476.63,314,Low,0,4,37,Highway,3,Working,48.2,1,100.0
1293,54,Tier5,2KW,52.6,28,470.85,316,Medium,0,5,13,Private,2,Working,87.4,1,100.0
1294,37,Tier1,2KW,34.0,12,486.39,2014,Low,0,3,23,Private,2,Working,41.1,1,100.0
1295,57,Tier1,5KW,35.0,11,286.3,1652,Medium,1,2,45,Public,8,Working,46.6,0,100.0
1296,45,Tier3,2KW,32.5,12,294.52,1809,High,0,0,15,Public,8,Working,40.1,0,100.0
1297,58,Tier2,2KW,48.2,31,440.09,973,Medium,1,1,21,Highway,10,Not Working,172.3,1,19.78
1298,32,Tier5,5KW,56.4,31,174.36,925,Medium,1,4,3,Public,1,Working,69.5,1,100.0
1299,43,Tier4,2KW,35.7,17,314.31,2201,Low,0,4,5,Highway,4,Not Working,144.3,1,12.78
1300,62,Tier5,3KW,59.2,7,390.29,503,Medium,1,2,15,Public,3,Working,91.1,1,70.26
1301,42,Tier2,5KW,29.5,33,571.06,454,High,0,2,44,Highway,3,Working,49.6,0,100.0
1302,41,Tier3,2KW,32.2,10,481.12,897,Low,1,5,32,Private,7,Working,51.7,1,94.06
1303,47,Tier3,2KW,41.7,34,267.85,1032,High,0,1,33,Private,6,Working,74.6,0,100.0
1304,51,Tier2,5KW,26.8,11,445.17,2392,Medium,1,5,2,Private,3,Working,38.2,1,100.0
1305,26,Tier3,2KW,41.6,33,520.01,2223,High,1,3,17,Private,5,Working,61.5,1,100.0
1306,47,Tier3,2KW,29.8,34,535.7,2269,Medium,0,0,14,Highway,5,Working,46.2,0,100.0
1307,60,Tier3,3KW,19.6,9,575.46,1888,Medium,0,2,39,Private,9,Working,25.7,0,100.0
1308,54,Tier3,5KW,17.6,22,593.77,702,High,0,3,16,Highway,7,Working,24.8,0,100.0
1309,32,Tier1,2KW,31.8,19,518.39,534,High,0,5,44,Public,5,Working,53.4,0,100.0
1310,65,Tier3,2KW,39.2,30,508.45,651,Low,1,0,18,Public,8,Working,55.3,1,100.0
1311,27,Tier2,2KW,21.4,27,477.91,679,Medium,0,2,3,Highway,1,Working,26.7,0,100.0
1312,30,Tier1,2KW,36.8,31,551.09,1694,Low,0,2,5,Private,3,Working,65.7,1,100.0
1313,65,Tier2,4KW,36.8,6,355.46,659,High,1,4,15,Public,1,Working,49.7,1,91.74
1314,37,Tier2,2KW,33.3,29,425.47,2384,Medium,1,4,44,Private,7,Working,53.3,1,100.0
1315,46,Tier3,4KW,25.7,33,366.07,1666,High,0,4,28,Public,2,Working,32.0,1,100.0
1316,41,Tier1,4KW,37.4,29,502.03,996,High,1,1,42,Public,1,Working,48.2,1,100.0
1317,48,Tier3,2KW,33.6,30,418.94,2345,Medium,0,2,2,Highway,2,Working,53.6,0,100.0
1318,22,Tier4,2KW,44.8,26,571.61,2122,Low,0,3,30,Highway,10,Not Working,177.8,1,7.03
1319,63,Tier4,2KW,22.1,24,456.27,1814,Medium,1,5,9,Public,5,Working,39.3,1,100.0
1320,21,Tier5,2KW,36.1,14,577.62,2228,Medium,0,5,15,Private,2,Not Working,131.9,1,17.49
1321,56,Tier3,4KW,22.3,33,196.66,1754,Medium,0,0,11,Highway,1,Working,37.5,0,100.0
1322,46,Tier3,4KW,32.6,8,363.62,2280,Low,1,5,15,Public,7,Working,54.6,1,87.48
1323,49,Tier5,2KW,24.0,16,562.58,1702,Medium,0,5,43,Public,4,Working,30.0,0,100.0
1324,41,Tier3,4KW,25.8,25,452.44,948,Low,0,2,32,Private,2,Working,45.2,1,100.0
1325,31,Tier5,5KW,35.0,34,576.7,1242,Medium,0,5,41,Highway,10,Not Working,116.0,1,56.0
1326,60,Tier3,2KW,29.3,19,480.11,1152,High,1,1,7,Private,8,Working,42.3,0,100.0
1327,31,Tier3,3KW,49.7,15,337.94,595,Low,0,4,4,Public,4,Working,77.2,1,92.56
1328,56,Tier5,5KW,46.8,18,665.21,2450,High,0,2,27,Private,3,Working,74.0,0,99.44
1329,59,Tier1,2KW,43.0,11,370.39,604,Medium,0,5,31,Public,10,Working,71.3,0,85.1
1330,60,Tier2,5KW,42.8,28,360.52,2080,High,0,5,32,Public,7,Not Working,166.6,1,16.55
1331,55,Tier2,5KW,36.3,34,548.36,1294,Low,1,4,38,Private,7,Working,57.3,1,100.0
1332,54,Tier3,2KW,48.0,18,340.63,2353,Low,0,3,22,Public,3,Working,81.7,1,92.7
1333,44,Tier2,5KW,32.1,30,294.81,570,High,0,3,31,Private,4,Working,48.3,1,100.0
1334,42,Tier3,2KW,56.2,12,357.88,327,High,0,4,46,Private,7,Working,72.7,0,96.26
1335,25,Tier5,2KW,25.6,18,548.42,949,Low,0,0,43,Highway,3,Working,37.0,0,100.0
1336,53,Tier5,3KW,23.7,27,706.75,2111,Medium,0,5,11,Highway,6,Not Working,79.8,1,65.21
1337,56,Tier3,2KW,21.1,10,450.59,1960,Medium,1,2,15,Public,2,Working,30.3,0,100.0
1338,40,Tier5,4KW,22.8,22,363.1,1756,Low,0,3,29,Public,7,Working,33.2,1,100.0
1339,39,Tier3,2KW,18.7,18,598.15,1822,Medium,0,4,12,Highway,1,Working,24.5,0,100.0
1340,55,Tier3,5KW,37.1,12,376.17,673,Medium,0,1,36,Private,5,Working,60.6,0,93.08
1341,63,Tier5,3KW,43.5,8,396.7,1611,Low,0,0,8,Private,2,Working,54.8,0,96.0
1342,37,Tier5,3KW,35.3,28,499.99,1912,Medium,1,4,21,Public,9,Working,50.7,1,100.0
1343,65,Tier5,2KW,21.1,16,586.93,1375,Medium,1,4,44,Public,10,Working,31.4,0,100.0
1344,63,Tier1,2KW,30.3,9,458.46,1272,Medium,0,1,3,Highway,4,Working,50.9,0,91.34
1345,54,Tier3,2KW,43.4,17,407.43,1632,Low,0,0,39,Highway,8,Working,76.4,0,92.32
1346,29,Tier5,5KW,31.6,23,728.55,1225,Medium,1,4,19,Public,2,Working,38.3,1,100.0
1347,46,Tier3,2KW,27.0,26,369.52,1639,Low,1,3,1,Highway,4,Working,40.0,1,100.0
1348,22,Tier4,4KW,19.9,16,382.83,2378,Low,1,3,23,Highway,10,Working,25.7,1,100.0
1349,29,Tier3,2KW,30.8,22,403.4,1226,Medium,0,1,19,Public,4,Working,39.7,0,100.0
1350,29,Tier5,4KW,28.0,10,516.14,1481,Low,1,1,27,Private,4,Working,42.7,1,99.7
1351,60,Tier2,4KW,34.1,33,393.95,1986,Low,0,1,44,Private,2,Working,49.8,1,100.0
1352,37,Tier3,3KW,39.8,10,548.07,783,Low,0,5,16,Public,7,Working,57.5,0,94.34
1353,21,Tier1,4KW,32.2,21,443.78,1572,High,1,1,4,Private,2,Not Working,130.3,1,26.22
1354,45,Tier4,3KW,36.8,30,411.71,2181,Medium,1,4,12,Private,7,Not Working,139.9,1,34.68
1355,63,Tier5,5KW,39.7,34,382.56,953,Medium,1,0,29,Private,6,Working,68.5,0,100.0
1356,60,Tier1,5KW,22.7,20,446.98,1264,Medium,0,1,14,Private,4,Not Working,85.9,0,50.58
1357,62,Tier4,4KW,53.9,16,503.65,1525,Medium,0,5,4,Private,6,Working,77.4,0,97.72
1358,45,Tier3,5KW,27.6,9,445.78,1957,High,1,5,6,Private,1,Not Working,95.1,1,31.49
1359,59,Tier1,5KW,40.2,18,477.9,2099,Low,0,2,22,Highway,2,Working,56.4,0,100.0
1360,55,Tier3,4KW,23.6,20,356.98,2040,Low,1,1,35,Highway,3,Working,32.6,1,100.0
1361,23,Tier1,2KW,36.1,9,364.08,1784,Medium,1,1,31,Highway,7,Working,57.9,0,88.98
1362,57,Tier3,4KW,36.5,12,449.43,589,Medium,0,0,38,Public,7,Working,59.6,0,93.6
1363,64,Tier3,2KW,51.6,11,464.35,865,High,1,4,33,Highway,8,Working,90.0,0,73.28
1364,64,Tier5,4KW,32.7,29,455.73,1119,High,1,1,19,Private,4,Working,55.5,1,100.0
1365,50,Tier5,4KW,48.0,31,379.16,1552,Medium,0,4,42,Public,6,Not Working,144.0,1,39.48
1366,58,Tier4,4KW,37.9,30,458.75,1975,Medium,0,1,32,Highway,4,Working,65.4,0,100.0
1367,54,Tier1,4KW,53.5,17,453.05,2416,Medium,0,5,23,Highway,3,Working,73.8,0,100.0
1368,32,Tier5,4KW,17.2,7,435.46,345,High,1,2,36,Highway,4,Working,26.0,0,100.0
1369,39,Tier4,2KW,39.8,18,371.74,897,Low,0,4,29,Private,3,Not Working,128.0,1,27.89
1370,57,Tier1,2KW,8.3,21,512.31,1095,High,0,5,6,Private,4,Working,12.5,1,100.0
1371,64,Tier5,4KW,34.4,34,448.58,2358,Low,1,5,30,Highway,5,Working,51.8,1,100.0
1372,37,Tier2,3KW,45.2,11,359.97,994,Low,0,2,39,Private,5,Working,55.9,0,100.0
1373,30,Tier3,5KW,49.5,13,435.0,976,Low,1,3,40,Public,2,Working,60.0,1,100.0
1374,32,Tier3,2KW,42.4,14,380.07,2191,Low,1,1,26,Public,4,Working,69.0,1,92.92
1375,36,Tier3,2KW,32.1,14,450.38,514,Medium,0,4,6,Highway,7,Working,39.2,0,100.0
1376,44,Tier5,4KW,40.5,27,621.39,2306,Medium,0,1,6,Public,1,Working,71.3,0,100.0
1377,39,Tier3,4KW,60.2,17,467.74,633,High,0,5,37,Public,6,Not Working,215.8,1,0.0
1378,28,Tier1,2KW,35.8,33,474.18,1596,High,1,1,21,Public,4,Working,63.7,1,100.0
1379,51,Tier5,3KW,44.6,14,620.92,1850,Low,0,0,19,Highway,8,Working,65.9,0,97.78
1380,41,Tier5,2KW,30.7,27,482.53,1700,High,1,1,10,Private,6,Working,51.4,0,100.0
1381,37,Tier4,2KW,45.7,30,502.05,2418,Medium,0,1,28,Public,2,Working,74.0,0,100.0
1382,43,Tier3,2KW,44.1,10,467.32,593,Medium,0,4,35,Highway,9,Working,74.3,0,80.98
1383,57,Tier1,4KW,28.9,25,403.83,2185,High,1,1,24,Highway,9,Working,47.9,0,100.0
1384,36,Tier5,5KW,42.8,18,503.77,2305,Low,1,2,12,Highway,10,Working,54.0,0,100.0
1385,26,Tier1,2KW,43.2,9,654.26,1134,Low,0,4,26,Highway,6,Not Working,169.4,1,0.0
1386,28,Tier1,2KW,42.4,17,291.5,2063,Low,0,3,12,Private,9,Working,63.4,0,100.0
1387,45,Tier3,5KW,34.6,12,395.14,1166,Low,0,1,4,Private,5,Working,45.2,0,100.0
1388,38,Tier1,5KW,47.3,13,347.64,449,High,0,3,32,Public,1,Working,59.0,0,100.0
1389,45,Tier1,2KW,25.7,24,361.05,1985,Medium,1,1,27,Private,8,Working,40.7,0,100.0
1390,32,Tier3,2KW,35.1,14,596.81,1671,High,0,0,47,Public,4,Working,49.6,0,100.0
1391,35,Tier1,2KW,36.1,5,431.01,1152,Low,0,1,40,Highway,3,Working,62.5,0,76.38
1392,46,Tier1,2KW,46.7,9,536.76,752,Low,1,1,34,Public,8,Working,56.1,0,99.26
1393,61,Tier1,4KW,25.3,24,369.96,1756,High,0,0,13,Private,7,Working,44.0,0,100.0
1394,65,Tier2,5KW,37.4,8,372.62,2158,High,0,4,9,Highway,9,Working,52.5,0,93.42
1395,46,Tier5,4KW,30.1,5,327.88,1844,Medium,1,0,37,Public,7,Working,46.5,0,87.58
1396,52,Tier5,5KW,36.1,23,623.41,1204,Low,1,1,5,Private,3,Working,62.7,1,100.0
1397,30,Tier3,3KW,38.9,23,543.01,694,Medium,0,0,22,Public,3,Not Working,133.2,1,30.74
1398,36,Tier3,5KW,22.2,28,323.94,613,High,0,4,17,Private,9,Working,37.8,0,100.0
1399,27,Tier1,2KW,47.6,33,587.07,446,Medium,0,5,29,Highway,3,Not Working,133.0,1,49.76
1400,37,Tier1,2KW,39.3,26,418.86,897,Low,0,5,13,Highway,5,Not Working,138.9,1,31.18
1401,43,Tier2,5KW,26.4,26,504.39,1906,Medium,0,1,14,Highway,7,Not Working,76.9,0,67.35
1402,46,Tier3,2KW,31.6,19,455.64,2361,Medium,0,4,44,Highway,5,Working,39.2,0,100.0
1403,41,Tier5,2KW,49.9,15,277.61,316,High,0,0,43,Private,4,Working,67.4,0,100.0
1404,42,Tier4,4KW,39.2,26,350.67,1042,High,1,4,1,Public,4,Working,63.4,1,100.0
1405,27,Tier3,2KW,25.4,28,612.47,740,Medium,1,5,4,Public,6,Working,43.0,1,100.0
1406,34,Tier1,4KW,27.2,9,562.72,436,Low,0,4,26,Public,2,Working,37.5,1,100.0
1407,35,Tier5,2KW,41.2,7,327.4,952,High,1,0,39,Highway,9,Working,56.8,0,90.16
1408,27,Tier3,5KW,42.4,21,474.96,2299,Medium,0,2,21,Private,3,Working,69.5,0,100.0
1409,29,Tier5,2KW,38.6,20,424.24,1996,Medium,0,0,6,Public,9,Working,63.3,0,100.0
1410,28,Tier3,4KW,32.1,32,587.03,1520,Low,0,0,11,Highway,9,Not Working,118.8,1,49.62
1411,43,Tier5,2KW,43.1,12,425.41,1154,Medium,1,4,45,Private,3,Working,70.3,1,88.18
1412,49,Tier5,5KW,31.9,30,357.82,1595,Medium,0,0,21,Highway,5,Working,50.8,0,100.0
1413,38,Tier5,4KW,26.5,24,538.45,2139,Medium,0,3,24,Public,8,Not Working,78.1,1,63.77
1414,51,Tier3,2KW,50.9,7,592.69,1968,Low,1,0,16,Private,7,Working,76.0,0,78.72
1415,50,Tier3,2KW,39.9,16,497.22,1339,Medium,0,3,14,Private,7,Working,48.7,0,100.0
1416,59,Tier2,2KW,27.2,12,518.65,2012,Medium,0,0,9,Private,9,Working,32.8,0,100.0
1417,55,Tier5,4KW,36.3,19,306.58,1839,Medium,1,3,21,Highway,5,Not Working,145.4,1,15.15
1418,38,Tier3,4KW,35.3,15,296.65,1460,High,0,5,43,Private,1,Working,58.8,0,99.44
1419,62,Tier1,2KW,31.5,17,288.0,422,Medium,1,1,20,Public,3,Working,39.7,0,100.0
1420,59,Tier3,4KW,37.3,30,576.1,1464,High,0,2,26,Highway,5,Not Working,142.5,1,33.14
1421,37,Tier1,5KW,25.7,27,403.53,1391,Medium,1,4,24,Public,7,Working,30.9,1,100.0
1422,34,Tier3,2KW,43.7,12,549.16,926,High,1,4,33,Highway,9,Working,67.1,0,91.86
1423,51,Tier3,3KW,34.9,17,377.97,2394,Low,0,4,4,Private,9,Working,61.2,0,100.0
1424,44,Tier2,4KW,18.9,20,448.25,2294,Medium,0,3,47,Highway,5,Working,31.0,0,100.0
1425,55,Tier1,4KW,32.7,22,353.32,1418,Low,0,3,35,Highway,10,Working,49.2,1,100.0
1426,64,Tier5,2KW,28.8,20,410.69,1656,Medium,1,3,12,Public,4,Working,42.3,1,100.0
1427,65,Tier5,2KW,5.1,17,244.85,1546,Low,0,2,37,Private,3,Working,8.7,0,100.0
1428,54,Tier5,2KW,33.4,18,411.88,1603,High,0,3,37,Highway,5,Working,49.9,0,100.0
1429,23,Tier3,4KW,45.4,12,401.29,2295,High,1,1,46,Private,9,Working,70.3,0,90.02
1430,57,Tier5,4KW,33.9,33,246.61,2041,High,0,1,13,Public,9,Working,57.3,0,100.0
1431,63,Tier3,2KW,42.1,24,500.97,743,Low,0,4,20,Highway,1,Working,61.1,1,100.0
1432,60,Tier2,2KW,35.1,6,518.91,718,Medium,0,1,18,Private,5,Working,47.4,0,92.68
1433,46,Tier1,2KW,30.4,24,370.56,1959,Medium,0,0,46,Highway,8,Working,52.9,0,100.0
1434,43,Tier2,5KW,27.7,12,305.37,2438,Low,0,5,41,Highway,9,Working,39.4,0,100.0
1435,64,Tier1,2KW,22.2,33,657.65,1918,Medium,0,1,3,Public,8,Not Working,62.2,0,85.09
1436,59,Tier5,4KW,44.3,32,480.74,2344,Medium,1,4,21,Public,1,Working,68.8,1,100.0
1437,35,Tier1,5KW,42.3,31,164.4,2019,High,0,2,21,Public,2,Working,73.7,0,100.0
1438,24,Tier3,5KW,32.2,10,398.6,1638,Low,0,1,10,Public,6,Working,38.9,0,100.0
1439,49,Tier3,4KW,14.8,17,371.81,1265,High,0,5,20,Highway,9,Working,21.3,0,100.0
1440,42,Tier2,2KW,39.7,7,362.95,903,Low,0,0,22,Highway,2,Working,62.7,0,83.06
1441,45,Tier3,5KW,26.0,11,581.06,2004,Low,1,2,42,Private,8,Working,42.6,0,100.0
1442,33,Tier1,5KW,36.4,10,480.35,378,Medium,1,2,10,Public,5,Working,45.8,0,100.0
1443,38,Tier5,5KW,19.6,9,526.24,1963,Low,1,0,11,Private,8,Working,32.6,0,100.0
1444,53,Tier2,2KW,35.9,31,433.45,1539,Medium,1,4,33,Highway,2,Working,59.1,1,100.0
1445,36,Tier3,2KW,33.7,20,552.4,2209,High,0,3,29,Private,3,Working,48.4,0,100.0
1446,65,Tier5,4KW,10.9,26,405.2,1461,Medium,0,2,41,Highway,10,Working,14.3,0,100.0
1447,62,Tier5,5KW,51.2,7,477.94,1745,Low,1,4,16,Private,3,Not Working,166.5,1,0.0
1448,64,Tier5,5KW,31.7,9,508.48,2165,Medium,1,1,6,Highway,1,Working,53.2,0,90.16
1449,22,Tier4,5KW,32.4,7,375.25,2266,Medium,1,4,41,Highway,2,Working,52.0,1,87.92
1450,55,Tier3,4KW,40.3,19,198.41,2205,Low,1,1,27,Private,5,Working,61.3,0,100.0
1451,62,Tier3,2KW,34.5,6,246.82,1896,Low,1,4,26,Public,3,Working,53.8,1,85.8
1452,54,Tier5,4KW,38.6,19,727.43,1441,Medium,1,2,36,Public,2,Not Working,118.1,1,35.55
1453,50,Tier5,5KW,23.6,31,528.13,1412,High,1,5,32,Highway,3,Working,41.1,1,100.0
1454,33,Tier1,4KW,33.6,17,533.78,1099,High,1,2,22,Public,7,Working,48.9,0,100.0
1455,33,Tier3,5KW,15.9,34,620.58,1226,High,1,0,31,Private,2,Working,20.3,1,100.0
1456,38,Tier5,2KW,32.6,6,315.01,2223,Low,1,1,44,Highway,9,Working,42.0,0,96.08
1457,52,Tier3,2KW,49.5,22,363.08,1051,High,1,4,12,Public,3,Working,76.0,1,100.0
1458,52,Tier2,5KW,19.9,14,317.42,1969,Medium,0,5,12,Public,9,Not Working,76.5,0,47.19
1459,55,Tier3,2KW,31.5,8,732.79,794,High,1,3,17,Private,10,Working,42.1,0,99.1
1460,59,Tier4,4KW,13.8,6,330.26,1061,Low,0,4,35,Highway,2,Working,19.3,1,100.0
1461,49,Tier5,5KW,35.1,34,600.51,1676,Medium,1,4,25,Highway,6,Not Working,99.0,1,67.96
1462,49,Tier3,2KW,39.7,24,370.93,1229,Low,1,4,34,Private,9,Working,70.6,1,100.0
1463,64,Tier2,5KW,38.8,34,460.24,943,Low,1,5,42,Public,2,Working,55.7,1,100.0
1464,36,Tier1,2KW,29.0,29,602.44,1535,Medium,1,5,12,Private,7,Working,38.1,1,100.0
1465,64,Tier1,5KW,13.6,18,484.32,2170,Low,1,5,34,Private,6,Working,19.0,1,100.0
1466,30,Tier3,2KW,22.6,7,434.2,703,Medium,0,2,39,Highway,1,Not Working,90.8,1,28.9
1467,50,Tier3,4KW,47.6,16,722.21,1787,Medium,0,4,39,Private,5,Working,61.3,0,100.0
1468,45,Tier2,4KW,43.8,9,229.93,1822,Medium,1,2,17,Highway,2,Working,63.8,0,89.24
1469,59,Tier4,3KW,34.1,6,336.71,2272,Medium,0,4,35,Private,1,Working,52.1,0,87.18
1470,40,Tier5,4KW,36.6,18,412.85,465,Medium,0,1,11,Public,5,Working,55.6,0,100.0
1471,25,Tier2,5KW,24.7,33,575.31,2007,High,1,4,24,Private,2,Working,36.4,1,100.0
1472,21,Tier2,5KW,47.9,27,389.56,2403,Low,0,3,25,Private,7,Working,66.1,1,100.0
1473,50,Tier5,5KW,27.8,30,566.13,2357,High,1,2,32,Private,10,Working,40.8,0,100.0
1474,23,Tier3,3KW,39.4,34,243.31,679,Medium,0,5,15,Private,6,Working,53.1,0,100.0
1475,65,Tier5,4KW,21.7,9,587.79,675,Medium,0,1,44,Public,7,Working,28.5,0,100.0
1476,34,Tier3,2KW,33.2,11,557.23,704,Low,0,2,15,Public,9,Working,42.7,0,100.0
1477,50,Tier5,5KW,47.5,19,321.03,1459,Low,0,1,30,Highway,1,Working,76.6,0,99.4
1478,24,Tier5,2KW,25.5,23,445.86,1058,Low,0,0,24,Private,2,Working,39.1,1,100.0
1479,38,Tier4,2KW,42.5,26,417.67,2363,Medium,1,5,46,Public,1,Working,76.1,1,100.0
1480,57,Tier5,2KW,24.2,23,504.02,2066,Medium,0,4,21,Public,5,Working,31.5,0,100.0
1481,45,Tier5,2KW,26.0,21,589.34,1996,High,0,2,39,Highway,10,Working,37.4,0,100.0
1482,21,Tier3,5KW,34.9,20,368.04,705,Medium,1,0,11,Private,9,Working,60.6,0,100.0
1483,35,Tier2,2KW,44.7,12,494.34,1028,Medium,0,3,16,Private,10,Working,78.4,0,81.36
1484,29,Tier3,5KW,32.0,17,479.48,458,High,0,3,8,Public,7,Working,55.4,0,100.0
